id,datetime,outdoor_temperature,indoor_temperature,past_electricity,y
215,2022-11-10 14:00:00,22.91088993,19.75,1215.9,1827.85
122,2022-10-25 09:00:00,23.90070151,17.91666667,1008.15,648.55
472,2022-12-29 15:00:00,20.47425661,17.58333333,1370.075,3573.55
21,2022-10-06 12:00:00,26.57653584,21.16666667,895.4625,1912.6125
189,2022-11-07 12:00:00,24.78793515,17.75,1983.0,4427.0
72,2022-10-14 15:00:00,26.51215278,23.0,2459.55,1632.1375
107,2022-10-21 10:00:00,23.52886532,19.91666667,1502.85,1043.55
271,2022-11-23 14:00:00,22.13975463,15.75,1622.7,3322.1375
349,2022-12-07 12:00:00,21.35685994,17.91666667,1683.6,2598.6875
436,2022-12-22 11:00:00,21.11357888,14.75,2561.725,2806.8875
103,2022-10-20 14:00:00,24.21875253,21.0,1515.35,1659.675
